"報告年度:2022","議題:溫室氣體排放"
"公司代號","公司名稱","範疇一-排放量(噸CO2e)","範疇一-資料邊界","範疇一-取得驗證","範疇二-排放量(噸CO2e)","範疇二-資料邊界","範疇二-取得驗證","範疇三-排放量(噸CO2e)","範疇三-資料邊界","範疇三-取得驗證","溫室氣體排放密集度-密集度(噸CO2e/單位)","溫室氣體排放密集度-單位"
"=""2477""","美隆電","23.7182","母公司","","543.3066","母公司","","無，上下游廠商運輸、員工出差通勤未有效統計溫室氣體排放量","","","0.0002","千元營業額"
"=""2478""","大毅","437.6761","母公司","ISO 9001","25405.3607","母公司","ISO 9001","116.3137","母公司","ISO 9001","25843.0368","百萬元營業額"
"=""2480""","敦陽科","30.0000","新竹總公司、台北辦事處","","434.1000","新竹總公司、台北辦事處","","無，無統計相關數據","","","0.0700","百萬元營業額"
"=""2481""","強茂","1437.4402","岡山廠","","25242.3199","岡山廠","","249.6890","岡山廠","","3.0408","營業額"
"=""2482""","連宇","無，無統計相關數據","","","698.9050","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2483""","百容","133.4979","僅母公司","","3897.9892","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2484""","希華","432.5200","母公司","","14915.0000","母公司","","無，無統計相關數據","","","5.0400","百萬元營業額"
"=""2485""","兆赫","748.4248","僅母公司","","5432.8866","僅母公司","","無，尚未統計","","","0.0009","千元營業額"
"=""2486""","一詮","83.0055","母公司","","9281.7677","母公司","","35050.2758","母公司","","0.0163","千元營業額"
"=""2488""","漢平","21.2540","範疇一是針對直接來自於母公司所擁有或控制的排放源，其包含固定燃燒源、製程排放、交通運輸上之移動燃燒源及逸散性的排放源，排放係數依環保署最新公告溫室氣體排放係數管理表6.0.4版計算。","","365.0870","範疇二是指能源間接排放，如外購電力。電力排放係數依經濟部能源局最新公告之最新電力排碳係數計算。(母公司)","","無，無統計相關數據","","","0.1286","百萬元營業額"
"=""2489""","瑞軒","993.2000","包含合併財務報表之母子公司","ISO 9001","19451.1000","包含合併財務報表之母子公司","ISO 9001","無，無統計相關數據","","","1.2500","百萬元營業額"
"=""2491""","吉祥全","86.0400","母子公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2492""","華新科","8028.0000","母公司及主要生產基地之子公司(東莞/蘇州/廣州)","ISO 9001","204746.0000","母公司及主要生產基地之子公司(東莞/蘇州/廣州)","ISO 9001","21769.0000","僅母公司","ISO 9001","0.3070","產品"
"=""2493""","揚博","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2495""","普安","1.8600","僅母公司","","2439.3000","僅母公司","","無，無統計相關數據","","","0.0017","千元營業額"
"=""2496""","卓越","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2497""","怡利電","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2498""","宏達電","153.6230","範圍以HTC台灣區域為主，涵蓋所有HTC在台灣執行營運的母子公司組織範疇","ISO 9001","7559.0650","範圍以HTC台灣區域為主，涵蓋所有HTC在台灣執行營運的母子公司組織範疇","ISO 9001","1647.4740","範圍以HTC台灣區域為主，涵蓋所有HTC在台灣執行營運的母子公司組織範疇","ISO 9001","1.7493","百萬元營業額"
"=""2501""","國建","115.1700","僅母公司","","1564.0900","僅母公司","","275.5900","僅母公司","","12.2200","員工人數"
"=""2504""","國產","30951.5818","母公司及所屬十家子公司","ISO 14001","29913.5441","母公司及所屬十家子公司","ISO 14001","無，無統計相關數據","","","0.0030","千元營業額"
"=""2505""","國揚","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2506""","太設","無，3","","","151.1872","僅總公司大樓及執行中工地","","無，無統計相關數據","","","151.1872","千元營業額653,954=0.0002"
"=""2509""","全坤建","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2511""","太子","411.5000","母公司","","3496.2000","母公司","","606.6000","母公司","","0.0600","平方公尺(樓地板面積為99149.5平方公尺)"
"=""2514""","龍邦","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2516""","新建","746.6300","母公司","","1583.8800","母公司","","無，無統計相關數據","","","0.2300","百萬元營業額"
"=""2520""","冠德","37.7052","固定燃燒，移動排放，逸散排放","ISO 14001","171.3335","外購電力","ISO 14001","34.4073","類別四：購買燃料及自來水，購買紙張及再生紙","ISO 14001","0.0097","百萬元營業額"
"=""2524""","京城","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2527""","宏璟","11.6100","包含合併財務報表之母子公司","","5343.3300","包含合併財務報表之母子公司","","無，無統計相關數據","","","14.3200","員工及商場承租戶員工人數"
"=""2528""","皇普","15.5600","本公司","","21.4400","本公司","","無，無統計相關數據","","","0.0213","百萬元營業額"
"=""2530""","華建","8.3245","合併財務報表之母子公司","","818.8911","合併財務報表之母子公司","","無，無統計相關數據","","","23.3400","樓地板面積(平方公尺)"
"=""2534""","宏盛","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2535""","達欣工","46.3636","母公司營運總部","","187.8135","母公司營運總部","","174.6361","母公司營運總部(員工通勤.商務旅行)","","0.0140","百萬元營業額"
"=""2536""","宏普","7.7000","公務車加油量","","30.4100","總公司大樓分攤用電及辦公室用電","","無，無統計相關數據","","","0.0500","百萬元營業額"
"=""2537""","聯上發","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2538""","基泰","無，無統計相關數據","","","26.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2539""","櫻花建","23.5200","母公司","","2624.5200","母公司","","無，無統計相關數據","","","0.0045","單位:樓地板面積"
"=""2540""","愛山林","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2542""","興富發","0.0000","母公司","","292.1130","母公司","","無，無統計相關數據","","","0.0123","百萬元營業額"
"=""2543""","皇昌","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2545""","皇翔","無，3","","","無，尚未啟動","","","無，尚未啟動","","","無，尚未啟動",""
"=""2546""","根基","10886.9856","總公司及工程專案","ISO 9001","2704.1981","總公司及工程專案","ISO 9001","271117.5587","總公司及工程專案","ISO 9001","0.9568","百萬元營業額"
"=""2548""","華固","13.6700","僅母公司辦公室","","35.1800","僅母公司辦公室","","無，無統計相關數據","","","0.0033","百萬元營業額"
"=""2597""","潤弘","562702.5578","包含合併財務報表之母子公司","ISO 14001","41327.0334","包含合併財務報表之母子公司","ISO 14001","無，無統計相關數據","","","0.8830","熟料產量"
"=""2601""","益航","無，無統計相關數據","","","65453.0000","合併財務報表之母子公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2603""","長榮","8149604.5375","合併財務報表之母子公司所營運船隊、高雄貨櫃場以及台灣地區各辦公大樓。","ISO 14001","35609.7697","合併財務報表之母子公司所營運船隊、高雄貨櫃場以及台灣地區各辦公大樓。","ISO 14001","994495.8831","合併財務報表之母子公司所營運船隊、高雄貨櫃場以及台灣地區各辦公大樓。","ISO 14001","0.0000","海運使用單位為g/TEU-KM， 111年為38.2 g/TEU-KM。"
"=""2605""","新興","286319.0000","包含合併財務報表之母子公司","","20.6000","僅母公司","","無，無統計相關數據","","","0.3990","海哩"
"=""2606""","裕民","708912.0000","本公司自有船舶之直接排放量","ISO 14001","87.8000","母公司辦公室外購電力之間接排放源","ISO 14001","54.5300","母公司員工通勤及商務差旅","ISO 14001","0.0500","千元營業額"
"=""2607""","榮運","24097.3446","僅母公司","","6720.6553","僅母公司","","無，尚處於溫室氣體盤查階段","","","無，尚處於溫室氣體盤查階段",""
"=""2608""","嘉里大榮","53963.5093","嘉里大榮物流組織全部(僅母公司)","","22030.7062","嘉里大榮物流組織全部(僅母公司)","","15389.0162","嘉里大榮物流組織全部(僅母公司)","","9.0700","百萬元營業額"
"=""2609""","陽明","4034299.5445","母公司","ISO 9001","11200.4093","母公司","ISO 9001","648041.4959","母公司","ISO 9001","0.0180","仟元個體營業收入"
"=""2610""","華航","5439091.0000","母公司為主體（但包含全球飛航燃油使用、企業總部、修護廠區、台灣地區作業區域與分公司，盤查範圍為同業最廣/全面)","ISO 9001","16468.0000","母公司為主體（但包含全球飛航燃油使用、企業總部、修護廠區、台灣地區作業區域與分公司，盤查範圍為同業最廣/全面）","ISO 9001","1240935.0000","母公司為主體（但包含全球飛航燃油使用、企業總部、修護廠區、台灣地區作業區域與分公司，盤查範圍較同業廣）","ISO 9001","0.7821","千RTK"
"=""2611""","志信","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2612""","中航","332770.0000","海岬型散裝輪船隊，貨櫃運輸曳引車及倉儲物流機具。","ISO 14001","1810.2800","包含合併財務報表之母子公司","","無，無統計相關數據","","","75.4580","百萬元營業額"
"=""2613""","中櫃","4178.7400","僅本公司","","8968.2700","僅本公司之各站數據合計","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2614""","東森","118.0724","僅母公司","ISO 9001","11417.1455","僅母公司","ISO 9001","2021.7643","僅母公司","ISO 9001","2.2800","百萬元營業額"
"=""2615""","萬海","5359084.4900","母公司(萬海船隊、台中高雄碼頭和台灣辦公室)","ISO 14001","13409.8900","母公司(萬海船隊、台中高雄碼頭和台灣辦公室)","ISO 14001","2046482.3200","母公司之營運產生之廢棄物(tCO2e)、資本財(tCO2e)、燃料及能源相關活動(tCO2e)","ISO 14001","20.7500","百萬元營業額"
"=""2616""","山隆","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2617""","台航","282300.8700","包含合併財務報表之母子公司","","107.7950","包含合併財務報表之母子公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2618""","長榮航","4489866.3758","僅母公司","ISO 9001","12328.6737","僅母公司","ISO 9001","6934.8462","僅母公司","ISO 9001","0.7340","服務"
"=""2630""","亞航","196.1256","本公司廠區(松山、台中、台南 (含歸仁)、屏東)所產生之範疇一 溫室氣體排放量。","","3662.4708","本公司廠區(松山、台中、台南 (含歸仁)、屏東)所產生之範疇二 溫室氣體排放量。","","無，無統計相關數據","","","0.9482","百萬營業額"
"=""2633""","台灣高鐵","503.9087","12個車站","ISO 9001","43397.6933","12個車站","ISO 9001","8865.4044","12個車站","ISO 9001","33.9410","延人公里"
"=""2634""","漢翔","5720.7469","母公司","ISO 9001","64772.9215","母公司","ISO 9001","27340.9263","母公司","ISO 9001","2.3331","百萬元營業額"
"=""2636""","台驊控股","246875.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2637""","慧洋-KY","40667.0000","包含合併財務報表之母子公司","","112.0000","包含合併財務報表之母子公司","","1759363.0000","包含合併財務報表之母子公司","","1.6400","百萬元營業額"
"=""2642""","宅配通","13639.9071","台灣宅配通股份有限公司","","4684.6479","台灣宅配通股份有限公司","","無，無重大間接溫室氣體排放","","","無，無統計相關數據",""
"=""2645""","長榮航太","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2646""","星宇航空","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""2701""","萬企","無，無統計相關數據","","","357.7100","以萬華企業為主體","","無，無統計相關數據","","","1.5500","百萬元營業額"
