"報告年度:2021","議題:溫室氣體排放"
"公司代號","公司名稱","範疇一-排放量(噸CO2e)","範疇一-資料邊界","範疇一-取得驗證","範疇二-排放量(噸CO2e)","範疇二-資料邊界","範疇二-取得驗證","範疇三-排放量(噸CO2e)","範疇三-資料邊界","範疇三-取得驗證","溫室氣體排放密集度-密集度(噸CO2e/單位)","溫室氣體排放密集度-單位"
"=""2506""","太設","無，3","","","無，無統計相關數據，因資本額未達規定。","","","無，無統計相關數據，因資本額未達規定。","","","無，無統計相關數據，因資本額未達規定。",""
"=""2509""","全坤建","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2511""","太子","無，3","","","5532.9000","母公司","","無，無統計相關數據","","","0.0560","平方公尺(總樓地板面積為99,150平方公尺)"
"=""2514""","龍邦","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2515""","中工","47.7725","本次盤查範圍涵蓋中華工程股份有限公司，座落於臺北市松山區東興路 12號B1F、6F、13F、14F、15F","ISO 9001","497.5995","本次盤查範圍涵蓋中華工程股份有限公司，座落於臺北市松山區東興路 12號B1F、6F、13F、14F、15F","ISO 9001","無，無統計相關數據","","","無，無統計相關數據",""
"=""2516""","新建","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2520""","冠德","無，無統計相關數據","","","214.7000","冠德大樓電力使用","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2524""","京城","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2527""","宏璟","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2528""","皇普","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2530""","華建","0.9300","母公司","","49.0100","母公司","","無，無統計相關數據","","","0.0400","以排放量/面積計算"
"=""2534""","宏盛","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2535""","達欣工","49.1312","母公司營運總部","","205.3538","母公司營運總部","","53.2943","母公司營運總部(員工通勤)","","0.0017","營業額( /百萬 )"
"=""2536""","宏普","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2537""","聯上發","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2538""","基泰","無，無統計相關數據","","","31.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2539""","櫻花建","12.9200","母公司","","2469.9400","母公司","","無，無統計相關數據","","","0.0055","單位:樓地板面積㎡"
"=""2540""","愛山林","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2542""","興富發","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2543""","皇昌","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2545""","皇翔","無，3","","","無，尚未啟動","","","無，尚未啟動","","","無，尚未啟動",""
"=""2546""","根基","無，無統計相關數據","","","214.7000","冠德大樓電力使用","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2547""","日勝生","317.6600","日勝生/日鼎水務(查證中)","ISO 9001","5305.4000","日勝生/日鼎水務(查證中)","ISO 9001","1020.7200","日勝生/日鼎水務(查證中)","ISO 9001","1.0600","日勝生：噸CO2e/人"
"=""2548""","華固","無，無統計相關數據","","","34.2840","僅母公司辦公室","","無，無統計相關數據","","","0.1024","母公司樓地板面積(坪)"
"=""2597""","潤弘","523791.1629","包含合併財務報表之母子公司","","41054.4134","包含合併財務報表之母子公司","","無，無統計相關數據","","","0.8920","熟料生產程序"
"=""2601""","益航","無，無統計相關數據","","","61053.0000","合併財務報表之母子公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2603""","長榮","8227611.6680","合併財務報表之母子公司所營運船隊、高雄貨櫃場以及台灣地區各辦公大樓。","ISO 14001","28637.2684","合併財務報表之母子公司所營運船隊、高雄貨櫃場以及台灣地區各辦公大樓。","ISO 14001","4685343.2251","合併財務報表之母子公司所營運船隊、高雄貨櫃場以及台灣地區各辦公大樓。","ISO 14001","0.0000","海運使用單位為g/TEU-KM，110年為42.68g / TEU-KM"
"=""2605""","新興","280916.0000","包含合併財務報表之母子公司","","21.9000","僅母公司","","無，無統計相關數據","","","0.4400","海哩"
"=""2606""","裕民","773100.0000","本公司所有自有船舶的直接排放","ISO 14001","1742.2500","母公司辦公室外購電力之間接排放源","ISO 14001","40.8100","母公司員工通勤及出差排放","ISO 14001","5.6100","延噸海浬"
"=""2607""","榮運","無，詳年報說明","","","無，詳年報說明","","","無，尚未執行盤查","","","無，尚未執行盤查",""
"=""2608""","嘉里大榮","57096.2064","嘉里大榮物流組織全部(母公司)","ISO 9001","23460.0433","嘉里大榮物流組織全部(母公司)","ISO 9001","15988.2620","嘉里大榮物流組織全部(母公司)","ISO 9001","9.1400","營業額"
"=""2609""","陽明","3989792.8227","母公司","ISO 9001","10732.6461","母公司","ISO 9001","120928.4453","母公司","ISO 9001","無，海運使用單位為g/TEU-KM，2021年42.35g/TEU-KM。","服務"
"=""2610""","華航","5878428.1429","母公司","ISO 9001","16696.7449","母公司","ISO 9001","3174662.2253","包含部份合併財務報表之子公司","ISO 9001","0.7726","航空燃油排放量/總酬載重量收益噸數公里"
"=""2611""","志信","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2612""","中航","362480.0000","海岬型散裝輪船隊，貨櫃運輸曳引車及倉儲物流機具。","ISO 14001","無，無統計相關數據","","","無，無統計相關數據","","","102.0007","佰萬營業額"
"=""2613""","中櫃","4678.4100","本公司","","8948.9400","本公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2614""","東森","38.3800","僅母公司","","11678.7900","包含合併財務報表之母子公司","","無，無統計相關數據","","","2.1300","營收百萬元"
"=""2615""","萬海","4917067.1000","萬海船隊(含自有船和租船)","ISO 9001","15410.5300","台中高雄專用碼頭、台北台中高雄辦公室","","無，預計於2022年底完成ISO14064溫室氣體盤查與驗證","","","76.6600","TEU/KM"
"=""2616""","山隆","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2617""","台航","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2618""","長榮航","4127118.7056","僅母公司","ISO 9001","12228.0090","僅母公司","ISO 9001","7589.2875","僅母公司","ISO 9001","0.8370","服務"
"=""2630""","亞航","2327.9200","本公司廠區(松山、台中、台南(含歸仁)、屏東)所產生之範疇一溫室氣體排放量。","","25.4100","本公司廠區(松山、台中、台南(含歸仁)、屏東)所產生之範疇二溫室氣體排放量。","","無，無統計相關數據","","","0.6058","百萬營業額"
"=""2633""","台灣高鐵","1481.5537","車站","ISO 9001","45947.4916","車站","ISO 9001","無，無統計相關數據","","","37.0000","(百萬延人公里)"
"=""2634""","漢翔","4781.1700","僅母公司","ISO 9001","62246.1100","僅母公司","ISO 9001","23304.1600","僅母公司","ISO 9001","2.8200","百萬營業額"
"=""2636""","台驊控股","227785.0000","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2637""","慧洋-KY","30733.0000","包含合併財務報表之母子公司","","117.0000","包含合併財務報表之母子公司","","1792783.0000","包含合併財務報表之母子公司","","0.0065","噸CO2e/海浬"
"=""2642""","宅配通","14335.2930","台灣宅配通股份有限公司","ISO 9001","4685.4327","台灣宅配通股份有限公司","ISO 9001","無，無統計相關數據","","","無，無統計相關數據",""
"=""2646""","星宇航空","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""2701""","萬企","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2702""","華園","無，無統計相關數據","","","927.3600","僅為母公司","","無，無統計相關數據","","","43665.0000","千元營業額"
"=""2704""","國賓","2477.4400","2021/1/1~2021/12/31以國賓大飯店為主體，包 含台北、新竹、高雄三館","","11247.3100","2021/1/1~2021/12/31以國賓大飯店為主體，包 含台北、新竹、高雄三館","","無，無統計相關數據","","","0.0091","千元營業額"
"=""2705""","六福","1431.7280","母公司之主要營運地，包含總公司及南港分公司","","9627.2556","母公司之主要營運地，包含總公司及南港分公司","","131.8691","母公司之主要營運地，包含總公司及南港分公司","","0.0089","營業額-千元"
"=""2706""","第一店","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2707""","晶華","12.1680","台北晶華","","11290.5900","台北晶華","","無，無統計相關數據","","","4.8279","百萬營業額"
"=""2712""","遠雄來","685225.6817","母公司","","3657.7728","母公司","","無，無統計相關數據","","","0.0020","營業額"
"=""2722""","夏都","398.3000","僅為母公司","","3766.2000","僅為母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2723""","美食-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2727""","王品","無，3","","","50385.3649","含王品、王莆(子公司)、群品(子公司)","","5411.2600","含王品、王莆(子公司)、群品(子公司)","","2865.0700","電費、瓦斯費單各店平均值"
"=""2731""","雄獅","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2739""","寒舍","2573.1771","母公司","","12903.6088","母公司","","無，無統計相關數據","","","0.0066","仟元營業額"
"=""2748""","雲品","1048.0000","合併財務報表母子公司","","6693.0000","合併財務報表母子公司","","無，無統計相關數據","","","0.1317","樓地板面積"
"=""2753""","八方雲集","550.6000","母公司淡水廠、西螺廠、高雄廠","","3171.9000","母公司淡水廠、西螺廠、高雄廠","","無，無統計相關數據","","","0.9300","百萬營業額"
"=""2801""","彰銀","1947.9000","母公司之國內全數營運據點","ISO 9001","14413.3100","母公司之國內全數營運據點","ISO 9001","13588.2800","母公司之國內全數營運據點，盤查內容包含員工通勤、商務旅行、貨物運輸、採購商品、購買資本財、廢棄物處理、生產之產品(信用卡及金融卡等)之碳排放量","ISO 9001","2.4800","員工人數"
"=""2809""","京城銀","96.0000","母公司總行大樓","ISO 9001","2027.0000","母公司總行大樓及66間分行","ISO 9001","17.0000","母公司總行大樓","ISO 9001","0.2100","噸CO2e/淨營收(百萬元)"
"=""2812""","台中銀","301.2770","總行民權及民族大樓、南台中分行及太平員訓中心","","1737.1031","總行民權及民族大樓、南台中分行及太平員訓中心","","353.8459","總行民權及民族大樓、南台中分行及太平員訓中心","","無，無統計相關數據",""
"=""2816""","旺旺保","無，無統計相關數據","","","549.0000","總公司及17家分公司","","無，無統計相關數據","","","492.0000","人"
"=""2820""","華票","無，無統計相關數據","","","323.0000","總公司與5家分公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2832""","台產","無，3","","","無，本公司尚未進行溫室氣體盤查作業","","","無，本公司尚未進行溫室氣體盤查作業","","","無，本公司尚未進行溫室氣體盤查作業",""
